"","SEASON","DATE","HOME","HPTS","H2PM","H2PA","H3PM","H3PA","HFTM","HFTA","HORB","HDRB","HAST","HSTL","HTOV","HBLK","HPF","AWAY","APTS","A2PM","A2PA","A3PM","A3PA","AFTM","AFTA","AORB","ADRB","AAST","ASTL","ATOV","ABLK","APF"
"2634","2016-17",20161118,"BOS",88,20,51,11,32,15,19,7,36,19,6,13,3,12,"GSW",104,35,62,9,28,7,12,9,41,33,10,11,7,20
"2635","2016-17",20161118,"CHA",100,27,61,10,29,16,24,8,36,25,11,11,4,16,"ATL",96,32,56,7,28,11,17,8,41,25,9,16,6,18
"2636","2016-17",20161118,"CLE",104,29,58,11,25,13,14,5,47,26,4,13,8,14,"DET",81,23,74,6,19,17,20,11,33,23,5,7,4,15
"2637","2016-17",20161118,"DAL",64,16,48,5,25,17,22,10,35,9,3,17,7,14,"MEM",80,22,52,9,25,9,12,7,41,16,7,12,3,25
"2638","2016-17",20161118,"DEN",111,35,58,4,25,29,39,9,50,29,7,19,4,26,"TOR",113,35,71,8,23,19,31,6,38,23,8,11,2,25
"2639","2016-17",20161118,"IND",96,35,69,1,7,23,29,10,25,18,5,18,8,19,"PHX",116,37,71,9,26,15,18,18,28,21,14,11,7,28
"2640","2016-17",20161118,"LAL",107,27,62,12,25,17,21,15,30,24,6,13,1,21,"SAS",116,34,54,10,24,18,19,3,31,30,8,12,6,18
"2641","2016-17",20161118,"NOP",113,36,58,9,24,14,20,1,36,31,9,8,12,21,"POR",101,21,54,12,34,23,26,13,35,19,2,14,1,21
"2642","2016-17",20161118,"OKC",124,42,63,7,26,19,24,10,36,23,9,16,5,24,"BKN",105,24,54,11,29,24,30,7,23,19,6,16,2,19
"2643","2016-17",20161118,"SAC",115,28,60,10,26,29,35,9,28,21,7,14,4,24,"LAC",121,27,47,13,29,28,34,5,32,27,7,14,6,24
"2644","2016-17",20161119,"DET",92,30,66,7,20,11,16,11,39,22,5,5,4,13,"BOS",94,21,51,12,31,16,17,9,37,22,3,8,7,13
"2645","2016-17",20161119,"HOU",111,30,62,12,32,15,20,10,29,28,8,4,3,16,"UTA",102,27,49,12,27,12,17,5,38,22,3,12,5,17
"2646","2016-17",20161119,"LAC",102,25,50,11,27,19,23,11,27,20,6,13,2,20,"CHI",95,24,47,9,30,20,24,15,26,17,7,12,4,20
"2647","2016-17",20161119,"MEM",93,27,58,2,18,33,38,13,33,15,8,9,7,19,"MIN",71,18,42,7,22,14,22,5,29,16,5,16,5,25
"2648","2016-17",20161119,"MIL",121,36,69,10,20,19,25,10,31,27,7,13,1,23,"GSW",124,28,57,14,38,26,32,18,27,30,8,12,5,25
"2649","2016-17",20161119,"NOP",121,29,62,14,36,21,25,10,43,27,9,11,6,23,"CHA",116,25,54,15,43,21,28,8,44,29,7,14,5,21
"2650","2016-17",20161119,"ORL",95,26,57,8,21,19,22,10,40,17,6,19,8,21,"DAL",87,13,49,13,28,22,27,5,29,13,8,13,5,16
"2651","2016-17",20161119,"PHI",120,28,51,17,35,13,20,6,38,33,11,18,9,23,"PHX",105,33,71,6,21,21,34,12,32,18,11,15,7,19
"2652","2016-17",20161119,"WAS",111,31,62,11,27,16,22,13,27,22,9,11,2,22,"MIA",114,30,58,13,27,15,26,17,30,21,6,16,7,21
"2653","2016-17",20161120,"BKN",109,27,58,10,35,25,31,11,25,22,5,9,3,20,"POR",129,34,49,15,36,16,21,8,42,23,4,15,7,30
"2654","2016-17",20161120,"DEN",105,34,64,8,22,13,30,12,37,31,4,8,3,19,"UTA",91,26,58,7,27,18,23,14,35,15,3,10,6,22
"2655","2016-17",20161120,"LAL",110,28,62,13,31,15,21,10,27,26,11,10,3,19,"CHI",118,37,65,8,22,20,28,16,40,27,6,16,3,16
"2656","2016-17",20161120,"NYK",104,32,61,10,27,10,14,11,39,21,8,15,1,23,"ATL",94,28,64,6,21,20,29,14,34,17,7,13,6,15
"2657","2016-17",20161120,"OKC",111,34,65,10,36,13,18,15,34,28,10,20,7,23,"IND",115,29,67,11,22,24,31,15,36,23,13,22,2,20
"2658","2016-17",20161120,"SAC",102,25,54,11,27,19,25,4,33,26,8,13,8,18,"TOR",99,25,61,9,24,22,24,16,32,16,7,15,6,21
"2659","2016-17",20161121,"CHA",90,21,42,9,31,21,33,8,31,20,6,10,9,13,"MEM",105,28,58,12,26,13,17,6,34,24,7,10,8,24
"2660","2016-17",20161121,"DET",96,29,70,7,17,17,24,12,27,19,7,14,3,20,"HOU",99,25,47,10,31,19,27,12,34,22,4,15,6,20
"2661","2016-17",20161121,"IND",83,27,80,6,23,11,12,15,34,13,5,11,4,23,"GSW",120,27,54,13,36,27,32,12,48,31,9,12,10,17
"2662","2016-17",20161121,"LAC",123,29,49,10,25,35,42,6,36,23,5,14,4,24,"TOR",115,32,61,8,19,27,32,4,28,19,10,11,2,31
"2663","2016-17",20161121,"MIL",93,27,57,8,29,15,21,7,30,25,16,13,9,22,"ORL",89,25,52,7,25,18,24,10,44,21,8,24,5,18
"2664","2016-17",20161121,"MIN",93,32,62,4,24,17,25,16,35,23,5,15,4,19,"BOS",99,26,46,12,38,11,14,6,33,20,5,11,4,21
"2665","2016-17",20161121,"PHI",101,26,52,11,26,16,20,7,33,21,8,14,5,25,"MIA",94,27,57,7,31,19,28,21,29,17,7,13,6,22
"2666","2016-17",20161121,"SAS",96,27,55,8,20,18,25,8,31,24,9,13,1,18,"DAL",91,27,47,8,27,13,20,10,30,16,10,17,3,23
"2667","2016-17",20161121,"WAS",106,27,63,10,28,22,34,14,31,25,8,11,4,19,"PHX",101,28,64,11,27,12,15,13,39,22,3,21,7,24
"2668","2016-17",20161122,"ATL",94,29,56,10,29,6,10,6,34,22,5,15,6,15,"NOP",112,34,61,11,25,11,12,5,35,29,11,9,9,16
"2669","2016-17",20161122,"DEN",110,33,78,10,22,14,17,17,38,26,5,10,6,14,"CHI",107,37,77,6,18,15,18,10,38,22,6,6,11,18
"2670","2016-17",20161122,"LAL",111,28,56,14,27,13,16,6,29,25,8,17,7,17,"OKC",109,34,65,11,27,8,11,11,29,29,11,15,6,14
"2671","2016-17",20161122,"NYK",107,36,67,9,29,8,8,10,33,26,8,13,5,23,"POR",103,32,64,6,22,21,26,11,33,18,5,16,5,13
"2672","2016-17",20161123,"BKN",92,24,55,10,31,14,22,9,36,18,7,19,7,12,"BOS",111,30,60,15,38,6,8,12,39,26,13,13,6,22
"2673","2016-17",20161123,"CHA",114,34,69,11,20,13,18,12,32,30,3,15,3,16,"SAS",119,31,55,13,31,18,20,8,26,28,9,9,8,18
"2674","2016-17",20161123,"CLE",137,27,54,21,36,20,27,9,32,30,6,10,3,15,"POR",125,34,61,13,29,18,19,9,29,27,6,9,6,23
"2675","2016-17",20161123,"DAL",104,27,60,11,24,17,18,10,34,23,7,16,3,24,"LAC",124,28,53,15,32,23,31,6,37,26,11,9,4,17
"2676","2016-17",20161123,"DET",107,34,62,6,19,21,25,10,39,22,8,13,7,19,"MIA",84,20,49,7,26,23,30,7,30,19,5,14,4,22
"2677","2016-17",20161123,"GSW",149,34,50,19,36,24,35,6,42,47,7,10,5,20,"LAL",106,32,73,8,20,18,22,7,30,22,5,11,1,25
"2678","2016-17",20161123,"HOU",102,24,36,14,42,12,12,11,28,29,6,26,7,22,"TOR",115,31,65,12,23,17,21,15,23,28,14,14,7,15
"2679","2016-17",20161123,"IND",85,27,57,7,27,10,14,7,30,16,15,18,5,20,"ATL",96,31,65,5,20,19,22,17,39,17,11,21,7,18
"2680","2016-17",20161123,"NOP",117,36,59,9,24,18,23,4,41,27,10,17,6,21,"MIN",96,30,69,3,17,27,33,8,33,23,12,17,3,19
"2681","2016-17",20161123,"ORL",87,26,66,7,25,14,23,11,33,17,9,11,8,19,"PHX",92,24,51,9,22,17,22,6,38,15,6,17,7,20
"2682","2016-17",20161123,"PHI",99,23,57,12,36,17,23,8,48,24,9,26,10,32,"MEM",104,28,70,10,29,18,24,9,37,24,13,15,9,28
"2683","2016-17",20161123,"SAC",116,32,66,12,28,16,17,11,35,26,4,11,1,23,"OKC",101,25,51,7,25,30,38,5,33,18,7,9,7,21
"2684","2016-17",20161123,"UTA",108,31,53,8,26,22,31,4,47,19,4,14,3,25,"DEN",83,19,61,9,27,18,31,14,35,14,5,10,5,22
"2685","2016-17",20161125,"BOS",103,30,57,12,34,7,9,8,28,32,8,10,4,21,"SAS",109,27,57,11,24,22,25,13,32,24,4,16,8,12
"2686","2016-17",20161125,"CLE",128,23,42,20,43,22,24,9,38,30,9,14,3,16,"DAL",90,29,56,8,35,8,12,11,28,29,5,13,4,21
"2687","2016-17",20161125,"DEN",129,36,67,12,34,21,27,13,39,34,9,16,7,21,"OKC",132,35,70,13,26,23,29,7,33,29,11,12,4,21
"2688","2016-17",20161125,"DET",108,38,71,9,19,5,7,9,33,26,7,10,0,22,"LAC",97,28,52,7,21,20,26,6,27,26,4,14,5,16
"2689","2016-17",20161125,"IND",118,37,61,11,26,11,16,9,38,25,11,14,5,19,"BKN",97,25,45,11,34,14,23,9,29,24,8,19,4,17
"2690","2016-17",20161125,"LAL",85,27,68,5,22,16,23,14,31,20,12,18,3,16,"GSW",109,32,55,11,28,12,17,4,40,31,10,17,10,21
"2691","2016-17",20161125,"MEM",81,25,63,4,19,19,23,16,35,14,3,17,14,16,"MIA",90,21,54,12,31,12,18,10,34,17,8,8,8,21
"2692","2016-17",20161125,"MIL",99,28,50,12,29,7,12,7,31,26,4,11,2,19,"TOR",105,24,50,14,32,15,19,11,27,18,3,9,5,17
"2693","2016-17",20161125,"NYK",113,34,69,11,28,12,13,13,42,26,9,16,8,21,"CHA",111,35,64,8,29,17,27,10,36,25,6,13,4,14
"2694","2016-17",20161125,"ORL",91,28,57,7,23,14,20,14,35,18,5,19,7,16,"WAS",94,34,59,6,29,8,10,7,30,26,10,11,4,17
"2695","2016-17",20161125,"PHI",89,22,56,9,22,18,22,8,40,18,7,19,8,21,"CHI",105,34,69,6,21,19,26,11,40,24,10,12,5,17
"2696","2016-17",20161125,"PHX",85,26,53,6,26,15,21,12,36,17,11,25,6,26,"MIN",98,27,63,7,22,23,25,11,28,16,15,17,8,27
"2697","2016-17",20161125,"POR",119,35,68,12,32,13,17,12,40,30,7,11,5,20,"NOP",104,23,53,13,23,19,29,2,32,20,3,14,8,14
"2698","2016-17",20161125,"SAC",104,30,48,9,32,17,21,4,33,24,7,14,6,18,"HOU",117,19,35,21,50,16,20,8,34,27,8,14,2,19
"2699","2016-17",20161125,"UTA",95,25,46,10,34,15,18,9,46,17,9,16,9,16,"ATL",68,18,58,8,25,8,12,6,34,11,8,14,4,16
"2700","2016-17",20161126,"CHA",107,27,58,8,22,29,42,10,42,16,3,10,9,14,"NYK",102,25,67,12,32,16,20,11,36,26,9,8,6,27
"2701","2016-17",20161126,"GSW",115,34,59,11,22,14,17,12,33,25,9,18,8,14,"MIN",102,31,54,10,35,10,12,8,24,22,8,13,3,15
"2702","2016-17",20161126,"MIA",107,29,50,11,31,16,24,8,31,18,3,9,6,21,"MEM",110,28,48,9,25,27,33,2,32,23,5,6,5,19
"2703","2016-17",20161126,"OKC",106,34,60,8,23,14,26,10,33,23,4,10,3,16,"DET",88,36,63,1,19,13,17,6,26,11,7,8,1,20
"2704","2016-17",20161126,"WAS",100,36,66,6,22,10,14,12,28,21,11,12,1,26,"SAS",112,31,51,9,24,23,29,6,32,22,7,14,6,17
"2705","2016-17",20161127,"BKN",105,22,47,16,40,13,14,9,33,19,7,15,1,21,"SAC",122,33,63,13,23,17,22,9,36,24,11,13,3,12
"2706","2016-17",20161127,"DAL",91,22,50,10,27,17,20,11,35,19,7,12,3,18,"NOP",81,25,57,5,20,16,18,10,32,17,8,13,3,19
"2707","2016-17",20161127,"IND",91,35,73,5,19,6,7,13,39,26,8,13,4,21,"LAC",70,18,46,4,24,22,27,6,34,11,9,20,4,13
"2708","2016-17",20161127,"LAL",109,34,75,8,20,17,20,15,38,20,7,9,2,15,"ATL",94,27,53,12,35,4,10,7,31,25,5,12,6,19
"2709","2016-17",20161127,"ORL",96,31,64,7,28,13,17,10,36,24,6,7,5,17,"MIL",104,33,62,8,24,14,20,10,43,24,6,11,6,16
"2710","2016-17",20161127,"PHI",108,28,58,15,34,7,10,13,37,29,5,16,5,24,"CLE",112,26,52,12,40,24,28,14,32,19,5,9,3,14
"2711","2016-17",20161127,"PHX",114,25,64,11,25,31,36,9,37,11,5,11,7,24,"DEN",120,26,60,13,29,29,32,10,39,21,5,12,1,25
"2712","2016-17",20161127,"POR",114,28,50,12,33,22,29,8,27,24,7,14,2,24,"HOU",130,29,46,17,36,21,28,7,29,26,7,11,8,23
"2713","2016-17",20161128,"GSW",105,25,50,12,35,19,24,7,34,25,6,14,10,20,"ATL",100,29,56,7,29,21,30,13,37,20,11,18,4,22
"2714","2016-17",20161128,"MEM",85,29,60,7,29,6,13,8,34,21,10,12,4,25,"CHA",104,27,56,9,26,23,31,9,38,24,3,13,4,14
"2715","2016-17",20161128,"MIA",104,32,50,6,30,22,32,7,34,24,6,13,2,25,"BOS",112,29,56,11,27,21,26,6,34,26,4,9,3,27
"2716","2016-17",20161128,"MIN",103,29,62,7,19,24,25,10,29,26,8,14,2,23,"UTA",112,36,61,4,18,28,34,12,30,19,9,12,3,21
"2717","2016-17",20161128,"NYK",103,30,72,6,19,25,28,12,28,20,9,5,11,16,"OKC",112,38,70,8,22,12,18,17,36,25,4,14,7,22
"2718","2016-17",20161128,"TOR",122,29,58,13,19,25,31,8,34,22,11,12,8,14,"PHI",95,22,52,14,34,9,13,12,26,27,9,14,4,21
"2719","2016-17",20161128,"WAS",101,25,60,10,25,21,26,11,38,22,11,23,7,23,"SAC",95,35,72,3,21,16,26,13,31,20,15,20,4,24
"2720","2016-17",20161129,"BKN",127,32,66,13,38,24,36,8,46,22,9,13,3,23,"LAC",122,33,69,13,40,17,22,11,45,21,10,14,3,29
"2721","2016-17",20161129,"CHA",89,22,51,9,27,18,21,5,35,21,7,13,5,16,"DET",112,33,64,12,28,10,11,9,35,21,7,11,4,19
"2722","2016-17",20161129,"MIL",118,39,67,7,19,19,23,10,33,27,15,17,6,22,"CLE",101,18,36,14,39,23,31,7,28,17,7,19,6,19
"2723","2016-17",20161129,"NOP",105,30,57,8,31,21,25,13,41,24,10,8,3,17,"LAL",88,32,57,5,30,9,18,9,38,26,8,12,5,17
"2724","2016-17",20161129,"SAS",83,23,56,5,20,22,26,10,35,19,9,18,4,17,"ORL",95,33,71,6,15,11,12,9,31,25,12,13,4,21
"2725","2016-17",20161129,"UTA",120,26,46,15,28,23,27,5,35,23,4,8,5,20,"HOU",101,26,61,11,30,16,22,15,23,14,5,7,6,20
"2726","2016-17",20161130,"BOS",114,25,49,15,42,19,20,9,24,26,6,5,3,17,"DET",121,39,67,9,20,16,21,13,39,28,4,11,8,19
"2727","2016-17",20161130,"CHI",90,28,70,4,21,22,29,14,32,22,15,14,11,26,"LAL",96,31,73,2,8,28,41,18,42,17,12,23,3,24
"2728","2016-17",20161130,"DAL",87,23,47,10,30,11,14,8,29,16,5,11,3,18,"SAS",94,22,52,11,19,17,24,7,35,16,7,11,6,11
"2729","2016-17",20161130,"DEN",98,31,69,7,22,15,24,14,41,28,3,19,7,21,"MIA",106,32,69,9,24,15,26,11,37,26,14,6,7,25
"2730","2016-17",20161130,"MIN",104,30,58,4,19,32,39,11,29,17,9,15,5,17,"NYK",106,28,59,13,32,11,15,12,27,24,8,13,3,26
"2731","2016-17",20161130,"OKC",126,34,65,12,30,22,31,9,38,28,10,13,4,22,"WAS",115,34,70,10,28,17,26,11,37,25,8,11,3,25
"2732","2016-17",20161130,"PHX",109,30,68,10,21,19,25,13,28,15,11,15,4,17,"ATL",107,36,64,9,25,8,10,7,33,20,9,20,6,22
"2733","2016-17",20161130,"POR",131,39,62,12,32,17,19,14,26,29,13,6,2,23,"IND",109,30,58,6,14,31,35,4,28,19,3,15,4,14
"2734","2016-17",20161130,"TOR",120,22,37,16,32,28,33,10,33,23,7,18,4,25,"MEM",105,25,55,11,27,22,26,12,18,16,13,14,1,25
"2735","2016-17",20161201,"BKN",93,22,49,12,40,13,16,12,28,20,9,17,9,22,"MIL",111,21,46,15,34,24,29,14,34,23,8,18,10,18
"2736","2016-17",20161201,"CHA",97,30,56,5,18,22,31,4,35,24,5,10,6,18,"DAL",87,23,55,9,31,14,18,9,32,18,6,11,2,25
"2737","2016-17",20161201,"CLE",94,19,45,9,24,29,39,6,30,12,5,18,3,24,"LAC",113,29,58,13,31,16,24,14,33,33,7,11,3,32
"2738","2016-17",20161201,"GSW",127,31,60,12,44,29,37,13,41,31,12,17,7,27,"HOU",132,34,64,14,44,22,30,15,41,26,11,19,4,28
"2739","2016-17",20161201,"MEM",95,26,61,7,18,22,28,8,31,18,9,10,9,25,"ORL",94,27,50,6,24,22,31,7,35,15,5,17,9,19
"2740","2016-17",20161201,"UTA",110,23,43,17,30,13,17,5,26,24,5,11,8,14,"MIA",111,36,67,8,19,15,19,13,27,16,7,6,2,15
"2741","2016-17",20161202,"ATL",85,26,64,6,24,15,20,6,26,22,6,7,2,12,"DET",121,31,60,17,29,8,12,11,43,28,4,15,3,15
"2742","2016-17",20161202,"BOS",97,25,60,11,28,14,15,11,34,25,10,13,9,22,"SAC",92,27,62,6,26,20,25,14,37,22,9,14,10,16
"2743","2016-17",20161202,"CHI",111,44,78,3,18,14,17,16,33,31,11,12,4,16,"CLE",105,35,57,10,26,5,10,6,27,30,5,18,1,15
"2744","2016-17",20161202,"DEN",110,37,73,9,31,9,16,24,30,22,5,16,4,20,"HOU",128,28,51,17,37,21,25,10,31,25,11,11,7,14
"2745","2016-17",20161202,"NOP",96,34,65,5,20,13,21,10,30,21,5,11,4,14,"LAC",114,35,64,10,24,14,16,12,35,27,6,9,7,18
"2746","2016-17",20161202,"NYK",118,29,55,12,31,24,30,11,32,26,9,15,6,18,"MIN",114,31,60,10,28,22,24,13,30,25,6,14,6,25
"2747","2016-17",20161202,"PHI",88,27,63,9,32,7,10,15,31,24,3,10,6,18,"ORL",105,24,52,13,26,18,26,7,40,24,8,10,3,20
"2748","2016-17",20161202,"SAS",107,31,60,8,20,21,33,12,25,27,11,15,4,17,"WAS",105,34,70,7,11,16,18,9,34,25,13,18,3,26
"2749","2016-17",20161202,"TOR",113,33,54,12,29,11,13,7,37,25,8,10,5,18,"LAL",80,26,67,6,26,10,17,19,27,16,6,16,2,18
"2750","2016-17",20161203,"CHA",120,30,65,14,36,18,26,13,37,30,6,14,8,16,"MIN",125,38,79,10,27,19,22,14,37,32,10,10,10,19
"2751","2016-17",20161203,"DAL",107,27,56,13,31,14,18,13,29,31,11,10,2,19,"CHI",82,29,58,3,13,15,21,11,32,9,4,20,5,22
"2752","2016-17",20161203,"GSW",138,35,57,14,21,26,34,6,32,37,9,17,5,19,"PHX",109,30,59,11,32,16,21,14,22,24,8,14,2,29
"2753","2016-17",20161203,"MEM",103,31,58,10,30,11,15,14,29,32,13,11,7,19,"LAL",100,28,60,7,21,23,29,14,30,16,7,18,4,18
"2754","2016-17",20161203,"MIL",112,34,61,6,24,26,36,7,39,25,9,11,10,24,"BKN",103,23,50,11,41,24,33,10,36,21,6,14,5,26
"2755","2016-17",20161203,"PHI",106,20,43,15,33,21,26,8,30,20,5,15,3,23,"BOS",107,30,50,8,26,23,29,6,31,22,5,10,3,21
"2756","2016-17",20161203,"POR",99,27,65,9,24,18,24,12,35,19,6,8,9,17,"MIA",92,32,64,6,22,10,15,8,38,23,6,13,6,14
"2757","2016-17",20161203,"TOR",128,40,68,13,24,9,11,12,36,28,14,12,7,17,"ATL",84,28,60,7,28,7,14,13,25,21,7,18,5,13
"2758","2016-17",20161203,"UTA",105,26,53,9,25,26,28,7,33,20,8,9,3,13,"DEN",98,24,59,13,24,11,14,7,30,19,7,14,5,21
"2759","2016-17",20161204,"DET",92,28,59,10,27,6,13,10,34,16,8,12,3,12,"ORL",98,35,56,7,23,7,14,4,35,23,8,10,7,11
"2760","2016-17",20161204,"LAC",102,26,51,10,30,20,28,16,35,19,5,20,7,24,"IND",111,34,65,5,14,28,35,5,31,21,9,9,2,24
"2761","2016-17",20161204,"NYK",106,28,59,11,29,17,24,14,44,20,5,18,10,25,"SAC",98,22,69,9,28,27,31,18,33,18,13,11,5,17
"2762","2016-17",20161204,"OKC",101,35,61,6,28,13,26,11,48,24,7,15,5,15,"NOP",92,30,70,6,28,14,19,12,39,15,8,11,6,22
"2763","2016-17",20161205,"ATL",99,27,55,7,22,24,32,7,29,26,13,18,3,24,"OKC",102,27,49,10,31,18,28,8,35,26,9,19,5,27
"2764","2016-17",20161205,"BKN",113,29,54,11,27,22,30,13,37,25,5,21,3,15,"WAS",118,31,58,14,34,14,18,8,27,26,17,10,5,22
"2765","2016-17",20161205,"CHI",110,28,60,7,23,33,38,15,35,16,8,15,11,17,"POR",112,36,69,9,24,13,18,10,28,25,9,9,8,27
"2766","2016-17",20161205,"DAL",101,24,53,13,36,14,18,9,26,23,4,7,2,19,"CHA",109,37,61,3,18,26,28,9,44,21,2,12,5,19
"2767","2016-17",20161205,"GSW",142,40,67,14,37,20,26,16,38,45,12,11,13,22,"IND",106,32,70,3,15,33,35,9,31,20,10,14,5,21
"2768","2016-17",20161205,"HOU",107,22,38,12,38,27,31,7,39,20,8,16,7,14,"BOS",106,31,67,11,32,11,12,10,32,27,7,11,4,20
"2769","2016-17",20161205,"LAL",101,34,73,5,14,18,23,15,28,15,8,10,1,23,"UTA",107,25,48,13,32,18,29,11,28,26,5,12,7,18
"2770","2016-17",20161205,"MIL",96,24,49,6,24,30,34,7,36,16,4,14,7,16,"SAS",97,32,65,8,28,9,14,12,34,26,6,14,5,22
"2771","2016-17",20161205,"NOP",108,29,67,10,32,20,21,6,48,21,7,11,7,15,"MEM",110,29,70,13,34,13,21,13,48,23,8,14,4,22
"2772","2016-17",20161205,"PHI",98,24,55,11,31,17,23,12,32,20,12,17,10,25,"DEN",106,25,49,10,27,26,34,10,35,17,13,19,8,20
"2773","2016-17",20161205,"TOR",112,25,56,13,32,23,27,10,23,22,8,7,5,22,"CLE",116,26,52,14,32,22,27,13,35,21,4,14,3,21
"2774","2016-17",20161206,"DET",102,32,67,8,21,14,21,9,35,24,10,9,5,23,"CHI",91,31,60,2,15,23,32,9,36,15,6,14,7,20
"2775","2016-17",20161206,"MEM",96,31,69,2,17,28,35,12,41,18,8,13,5,25,"PHI",91,18,41,14,41,13,26,9,36,21,5,16,7,27
"2776","2016-17",20161206,"MIA",103,27,64,11,25,16,27,16,30,21,8,10,4,16,"NYK",114,41,73,7,25,11,16,18,35,22,6,10,6,18
"2777","2016-17",20161206,"MIN",91,29,62,7,20,12,18,11,30,19,4,15,2,20,"SAS",105,28,50,11,24,16,19,3,32,21,8,11,3,20
"2778","2016-17",20161206,"UTA",112,24,46,12,27,28,32,6,29,23,7,15,7,23,"PHX",105,33,66,6,18,21,25,12,29,14,5,17,0,28
"2779","2016-17",20161206,"WAS",116,33,70,11,23,17,24,10,32,20,5,10,2,25,"ORL",124,31,57,12,26,26,36,8,35,24,7,11,12,18
"2780","2016-17",20161207,"ATL",103,39,69,4,19,13,15,14,33,27,9,14,9,20,"MIA",95,23,53,11,27,16,20,8,25,20,6,16,6,16
"2781","2016-17",20161207,"BKN",116,32,59,9,26,25,31,10,32,18,11,15,5,19,"DEN",111,31,68,11,37,16,21,26,32,18,7,17,2,24
"2782","2016-17",20161207,"CHA",87,24,67,6,21,21,29,5,46,13,7,5,2,11,"DET",77,30,62,4,27,5,8,7,50,21,3,12,8,18
"2783","2016-17",20161207,"DAL",89,22,48,10,30,15,20,9,31,17,7,20,5,22,"SAC",120,37,62,10,22,16,21,6,34,28,10,14,3,23
"2784","2016-17",20161207,"HOU",134,36,58,15,36,17,21,15,37,35,20,20,2,22,"LAL",95,29,67,5,20,22,27,14,25,14,13,27,4,22
"2785","2016-17",20161207,"LAC",98,28,66,8,26,18,24,17,30,15,3,13,2,24,"GSW",115,35,58,7,31,24,29,12,34,32,11,10,5,24
"2786","2016-17",20161207,"MIL",115,30,53,10,24,25,37,5,36,19,8,10,7,13,"POR",107,20,45,17,40,16,19,10,34,25,7,15,4,22
"2787","2016-17",20161207,"NYK",94,24,56,11,31,13,15,13,30,22,6,16,3,22,"CLE",126,17,40,22,40,26,31,10,36,23,11,12,4,18
"2788","2016-17",20161207,"ORL",87,19,55,11,26,16,24,8,29,20,7,12,1,26,"BOS",117,36,58,7,26,24,29,11,38,29,7,10,4,19
"2789","2016-17",20161207,"PHX",94,25,52,9,33,17,18,9,31,17,14,19,4,31,"IND",109,28,55,7,23,32,41,12,37,16,11,18,3,16
"2790","2016-17",20161208,"CHI",95,31,63,4,17,21,27,11,40,24,7,20,5,13,"SAS",91,30,69,9,28,4,5,11,32,21,12,12,8,18
"2791","2016-17",20161208,"MEM",88,25,67,6,20,20,30,15,43,13,8,12,2,28,"POR",86,18,54,7,28,29,40,13,39,13,6,12,3,23
"2792","2016-17",20161208,"NOP",88,26,59,7,25,15,22,11,36,18,3,12,2,17,"PHI",99,27,51,12,40,9,13,11,35,27,8,10,8,20
"2793","2016-17",20161208,"TOR",124,31,60,12,27,26,33,16,26,25,5,8,5,19,"MIN",110,36,60,9,28,11,15,16,27,19,3,13,1,26
"2794","2016-17",20161208,"UTA",99,27,51,10,38,15,21,12,34,20,8,15,2,22,"GSW",106,27,51,12,29,16,23,9,38,26,10,16,4,23
"2795","2016-17",20161208,"WAS",92,29,59,6,19,16,17,8,27,21,11,18,3,20,"DEN",85,24,44,7,32,16,24,14,31,24,8,27,2,24
"2796","2016-17",20161209,"BOS",94,14,41,17,42,15,22,8,38,24,5,13,4,18,"TOR",101,25,62,9,20,24,27,8,42,12,9,11,2,22
"2797","2016-17",20161209,"CHA",109,32,63,9,22,18,23,13,46,23,4,12,5,13,"ORL",88,25,57,9,34,11,14,9,31,22,6,8,2,17
"2798","2016-17",20161209,"CLE",114,37,59,9,24,13,19,11,36,23,7,11,9,16,"MIA",84,25,63,6,27,16,21,23,23,18,6,13,3,18
"2799","2016-17",20161209,"DAL",111,24,48,15,32,18,24,5,28,23,8,8,1,19,"IND",103,18,44,14,25,25,26,4,34,21,5,13,4,18
"2800","2016-17",20161209,"LAL",115,31,61,9,26,26,34,10,39,18,4,15,2,21,"PHX",119,32,65,13,30,16,21,9,35,26,8,7,8,24
"2801","2016-17",20161209,"MIL",110,32,66,12,28,10,14,9,34,26,11,15,5,25,"ATL",114,28,50,12,34,22,29,9,37,32,7,17,8,11
"2802","2016-17",20161209,"MIN",90,34,62,3,16,13,20,7,30,19,4,12,2,16,"DET",117,28,55,14,29,19,23,11,31,23,6,7,1,23
"2803","2016-17",20161209,"OKC",99,27,53,7,28,24,31,9,37,18,9,17,5,19,"HOU",102,25,50,11,42,19,30,16,36,26,9,15,1,24
"2804","2016-17",20161209,"SAC",100,28,59,7,28,23,27,6,33,24,10,7,1,20,"NYK",103,26,55,10,29,21,25,12,42,22,3,16,6,25
"2805","2016-17",20161210,"CHI",105,37,76,1,8,28,31,12,35,17,8,11,6,15,"MIA",100,37,71,5,20,11,18,14,29,25,5,12,5,22
"2806","2016-17",20161210,"CLE",116,29,42,13,31,19,28,7,33,25,8,17,2,24,"CHA",105,29,59,10,27,17,24,12,27,24,5,14,0,24
"2807","2016-17",20161210,"HOU",109,18,37,19,37,16,22,10,38,31,4,15,1,16,"DAL",87,21,45,11,34,12,14,6,26,18,7,9,3,18
"2808","2016-17",20161210,"IND",118,25,54,15,29,23,28,10,29,24,11,13,9,13,"POR",111,24,45,16,37,15,16,9,32,22,6,17,4,20
