"","SEASON","DATE","HOME","HPTS","H2PM","H2PA","H3PM","H3PA","HFTM","HFTA","HORB","HDRB","HAST","HSTL","HTOV","HBLK","HPF","AWAY","APTS","A2PM","A2PA","A3PM","A3PA","AFTM","AFTA","AORB","ADRB","AAST","ASTL","ATOV","ABLK","APF"
"3159","2016-17",20170127,"NYK",110,37,69,9,27,9,13,11,37,22,8,10,9,18,"CHA",107,27,53,13,37,14,15,9,38,18,5,13,4,16
"3160","2016-17",20170127,"PHI",118,32,53,10,25,24,32,3,26,29,14,22,6,25,"HOU",123,30,50,12,31,27,28,6,35,25,10,23,4,29
"3161","2016-17",20170127,"POR",112,22,46,16,35,20,21,8,25,24,2,12,3,26,"MEM",109,28,51,9,26,26,33,10,32,24,6,11,5,19
"3162","2016-17",20170127,"TOR",102,27,59,10,25,18,23,12,35,20,9,14,10,19,"MIL",86,24,57,7,23,17,24,12,31,19,6,19,7,22
"3163","2016-17",20170128,"CHA",106,24,38,12,37,22,24,7,27,24,4,11,7,25,"SAC",109,30,52,11,27,16,26,8,30,27,6,9,5,23
"3164","2016-17",20170128,"GSW",144,40,58,17,34,13,16,9,39,35,9,11,7,17,"LAC",98,24,54,12,28,14,22,8,24,24,7,14,2,18
"3165","2016-17",20170128,"MIA",116,28,52,14,28,18,23,9,29,18,6,11,6,19,"DET",103,42,77,4,12,7,12,13,29,11,6,12,3,16
"3166","2016-17",20170128,"MIL",108,28,66,9,21,25,32,9,38,23,6,15,6,25,"BOS",112,23,48,14,41,24,30,9,35,26,6,13,7,23
"3167","2016-17",20170128,"MIN",129,38,73,9,20,26,32,13,36,27,8,11,8,21,"BKN",109,34,64,7,21,20,25,5,35,20,6,14,6,18
"3168","2016-17",20170128,"PHX",112,35,70,6,21,24,32,11,32,20,9,10,3,36,"DEN",123,31,55,8,25,37,42,9,39,17,7,14,3,25
"3169","2016-17",20170128,"UTA",95,19,37,10,25,27,29,4,27,19,3,13,4,18,"MEM",102,30,54,11,26,9,10,7,24,13,8,7,1,23
"3170","2016-17",20170129,"ATL",142,42,88,10,31,28,40,17,47,36,4,14,2,24,"NYK",139,33,77,18,51,19,23,15,48,32,9,12,11,39
"3171","2016-17",20170129,"CHI",121,37,75,8,14,23,28,10,39,29,8,10,5,11,"PHI",108,34,71,10,28,10,14,11,32,26,8,12,8,22
"3172","2016-17",20170129,"CLE",107,33,63,8,29,17,22,8,43,22,9,10,6,16,"OKC",91,31,74,6,26,11,16,13,42,20,5,16,4,19
"3173","2016-17",20170129,"IND",120,42,66,5,21,21,26,7,35,28,9,10,7,21,"HOU",101,23,44,11,39,22,25,11,30,21,7,15,6,24
"3174","2016-17",20170129,"NOP",94,28,52,10,32,8,15,10,32,25,8,14,3,12,"WAS",107,35,68,10,21,7,10,10,35,28,9,10,3,17
"3175","2016-17",20170129,"POR",111,36,66,10,27,9,12,9,33,26,11,18,2,24,"GSW",113,28,53,8,26,33,39,8,31,28,13,18,6,18
"3176","2016-17",20170129,"SAS",101,31,61,8,22,15,23,5,40,26,2,11,4,20,"DAL",105,27,53,12,34,15,16,6,35,20,6,6,5,19
"3177","2016-17",20170129,"TOR",113,24,51,12,28,29,36,9,31,19,8,11,3,20,"ORL",114,32,56,10,23,20,26,6,30,25,6,12,6,28
"3178","2016-17",20170130,"BOS",113,23,50,13,32,28,33,6,38,23,6,9,5,18,"DET",109,40,70,3,27,20,29,12,39,18,6,7,7,23
"3179","2016-17",20170130,"DAL",104,30,54,9,32,17,18,9,31,19,11,9,2,17,"CLE",97,23,43,12,32,15,21,6,36,17,6,17,3,17
"3180","2016-17",20170130,"MIA",104,28,56,11,26,15,23,5,29,22,9,11,8,18,"BKN",96,33,61,4,26,18,22,15,38,16,7,16,4,23
"3181","2016-17",20170130,"MIN",111,28,62,12,29,19,26,9,41,29,3,11,11,20,"ORL",105,31,61,10,35,13,19,11,37,22,7,11,3,25
"3182","2016-17",20170130,"PHI",122,34,52,11,31,21,26,9,20,32,13,14,2,18,"SAC",119,28,45,13,29,24,29,9,24,31,7,20,3,28
"3183","2016-17",20170130,"PHX",96,26,55,5,19,29,39,13,29,11,8,17,8,19,"MEM",115,23,52,16,28,21,24,10,34,25,13,17,2,27
"3184","2016-17",20170131,"HOU",105,24,40,14,45,15,22,11,49,28,4,14,4,24,"SAC",83,22,57,8,29,15,26,10,35,22,9,11,7,17
"3185","2016-17",20170131,"LAL",120,35,63,12,26,14,18,10,34,25,7,15,10,16,"DEN",116,26,72,15,27,19,23,20,31,26,12,11,5,18
"3186","2016-17",20170131,"POR",115,31,62,11,31,20,23,11,40,23,8,8,2,18,"CHA",98,22,52,11,31,21,25,3,39,20,3,9,6,13
"3187","2016-17",20170131,"SAS",108,30,65,7,21,27,38,10,40,16,12,17,13,25,"OKC",94,23,57,7,28,27,32,12,38,21,12,20,7,30
"3188","2016-17",20170131,"TOR",108,33,63,10,31,12,15,13,41,19,5,14,6,19,"NOP",106,28,64,12,30,14,19,13,34,17,11,11,7,16
"3189","2016-17",20170131,"WAS",117,42,66,7,22,12,15,9,37,27,4,12,4,25,"NYK",101,29,69,5,24,28,35,22,29,18,8,12,2,17
"3190","2016-17",20170201,"BOS",109,24,51,12,36,25,30,12,27,24,6,9,2,21,"TOR",104,33,47,8,31,14,25,8,33,17,6,15,5,29
"3191","2016-17",20170201,"BKN",90,32,63,5,25,11,16,12,37,17,4,20,7,24,"NYK",95,29,72,6,27,19,31,21,37,23,16,13,7,18
"3192","2016-17",20170201,"CLE",125,33,52,15,37,14,22,12,36,37,10,10,10,13,"MIN",97,34,73,7,21,8,10,12,26,26,7,13,3,19
"3193","2016-17",20170201,"DAL",113,30,60,10,26,23,28,15,36,22,10,11,4,19,"PHI",95,29,55,6,22,19,26,5,34,21,5,13,2,21
"3194","2016-17",20170201,"DEN",99,23,55,9,25,26,35,11,34,25,7,17,2,17,"MEM",119,31,62,14,30,15,20,11,35,28,6,8,4,24
"3195","2016-17",20170201,"DET",118,38,62,10,26,12,17,5,37,28,9,10,0,13,"NOP",98,36,61,5,21,11,14,3,32,21,6,14,5,15
"3196","2016-17",20170201,"GSW",126,26,48,21,48,11,14,9,38,35,9,10,13,18,"CHA",111,30,57,9,31,24,26,6,39,33,4,10,3,14
"3197","2016-17",20170201,"MIA",116,33,61,12,32,14,19,10,37,23,10,12,11,18,"ATL",93,27,60,7,26,18,21,9,34,13,10,15,6,14
"3198","2016-17",20170201,"OKC",100,28,63,10,37,14,17,11,26,17,6,9,4,23,"CHI",128,43,66,6,15,24,30,4,38,25,7,9,2,19
"3199","2016-17",20170201,"ORL",88,25,53,6,24,20,28,7,28,17,12,14,3,22,"IND",98,24,49,9,20,23,26,5,33,25,5,17,1,23
"3200","2016-17",20170201,"PHX",114,32,76,7,20,29,35,17,27,21,5,12,3,27,"LAC",124,39,66,5,19,31,38,8,38,20,9,10,8,28
"3201","2016-17",20170201,"UTA",104,25,49,11,29,21,27,11,35,22,11,15,2,23,"MIL",88,23,50,9,23,15,25,9,30,19,10,17,7,21
"3202","2016-17",20170202,"HOU",108,22,42,13,51,25,33,7,30,19,11,9,4,20,"ATL",113,36,55,8,30,17,23,8,48,26,8,20,5,20
"3203","2016-17",20170202,"LAC",120,30,55,10,25,30,39,9,28,24,7,15,7,18,"GSW",133,38,65,14,34,15,18,15,31,38,10,11,2,26
"3204","2016-17",20170202,"SAS",102,32,68,6,21,20,27,14,45,26,13,19,9,20,"PHI",86,21,63,9,25,17,23,12,34,21,10,21,5,23
"3205","2016-17",20170202,"WAS",116,32,63,12,33,16,21,12,33,27,11,10,6,19,"LAL",108,28,48,12,39,16,22,12,35,19,6,20,8,23
"3206","2016-17",20170203,"BOS",113,26,47,13,35,22,28,7,40,28,8,16,1,19,"LAL",107,23,56,14,38,19,26,15,37,24,9,12,3,23
"3207","2016-17",20170203,"BKN",97,21,58,11,28,22,23,9,35,20,7,19,4,22,"IND",106,29,66,8,20,24,31,12,37,20,11,14,10,19
"3208","2016-17",20170203,"DEN",121,31,61,9,28,32,44,18,30,31,8,14,5,13,"MIL",117,36,59,9,24,18,23,6,32,26,9,18,13,26
"3209","2016-17",20170203,"DET",116,33,72,11,26,17,22,18,31,24,7,10,4,14,"MIN",108,39,72,5,17,15,19,11,29,25,5,13,6,19
"3210","2016-17",20170203,"HOU",121,28,55,16,43,17,25,8,40,24,7,11,3,23,"CHI",117,40,75,8,25,13,18,14,39,30,7,14,7,23
"3211","2016-17",20170203,"OKC",114,25,54,13,26,25,33,16,31,21,7,20,3,21,"MEM",102,37,64,3,19,19,22,8,21,21,10,12,5,28
"3212","2016-17",20170203,"ORL",102,32,66,5,14,23,32,11,35,22,4,11,7,16,"TOR",94,24,59,10,28,16,21,13,31,15,5,11,5,21
"3213","2016-17",20170203,"POR",104,31,58,9,30,15,20,12,32,16,3,9,4,19,"DAL",108,19,45,17,31,19,23,2,34,15,3,4,4,24
"3214","2016-17",20170203,"SAC",103,28,58,10,27,17,22,6,37,23,5,13,4,25,"PHX",105,20,48,12,29,29,35,6,33,11,7,11,3,21
"3215","2016-17",20170204,"ATL",113,31,50,10,28,21,27,10,38,28,8,15,2,20,"ORL",86,20,51,7,27,25,28,7,26,17,8,13,4,19
"3216","2016-17",20170204,"IND",105,37,67,7,24,10,15,7,34,22,11,6,4,17,"DET",84,25,58,6,17,16,20,8,35,18,2,21,6,13
"3217","2016-17",20170204,"MIA",125,36,60,12,22,17,23,10,39,28,6,21,5,24,"PHI",102,29,61,6,23,26,31,6,27,20,10,15,1,21
"3218","2016-17",20170204,"MIN",99,25,58,10,26,19,24,16,29,22,4,12,3,27,"MEM",107,22,49,10,28,33,39,13,29,17,7,9,3,25
"3219","2016-17",20170204,"NYK",104,27,55,12,31,14,28,13,29,23,9,10,7,20,"CLE",111,25,44,16,40,13,18,12,37,20,3,15,0,19
"3220","2016-17",20170204,"PHX",112,27,63,11,28,25,30,14,26,22,9,16,3,28,"MIL",137,45,65,7,17,26,35,9,35,29,9,16,11,25
"3221","2016-17",20170204,"SAC",109,36,65,7,23,16,19,8,38,25,11,16,4,18,"GSW",106,21,43,15,44,19,24,7,33,22,10,17,10,17
"3222","2016-17",20170204,"SAS",121,35,58,10,21,21,26,7,31,29,13,14,8,15,"DEN",97,31,66,10,26,5,10,16,26,22,7,21,1,19
"3223","2016-17",20170204,"UTA",105,25,48,13,33,16,24,11,40,16,5,13,4,18,"CHA",98,22,49,13,33,15,18,3,35,20,7,9,3,20
"3224","2016-17",20170204,"WAS",105,28,52,10,31,19,22,7,39,20,10,12,6,19,"NOP",91,32,67,5,17,12,22,9,33,18,4,15,6,16
"3225","2016-17",20170205,"BOS",107,21,36,16,52,17,20,9,36,24,9,11,3,21,"LAC",102,25,55,10,29,22,28,8,38,22,4,13,0,13
"3226","2016-17",20170205,"BKN",95,19,42,13,34,18,21,7,35,19,8,21,7,19,"TOR",103,35,68,5,19,18,20,8,37,21,8,11,4,18
"3227","2016-17",20170205,"OKC",105,36,80,4,18,21,28,17,39,18,9,12,5,17,"POR",99,25,59,10,28,19,21,11,33,15,6,12,4,22
"3228","2016-17",20170206,"ATL",95,27,57,6,17,23,32,7,23,16,6,12,3,18,"UTA",120,39,54,10,26,12,18,9,35,31,9,12,7,23
"3229","2016-17",20170206,"DEN",110,31,56,11,28,15,16,10,39,28,7,15,10,19,"DAL",87,26,53,8,26,11,17,3,26,25,8,10,3,18
"3230","2016-17",20170206,"DET",113,41,77,5,22,16,17,19,41,22,8,12,4,19,"PHI",96,31,57,5,28,19,28,11,30,19,8,13,0,17
"3231","2016-17",20170206,"IND",93,25,61,8,26,19,29,13,24,19,7,10,10,17,"OKC",90,27,60,7,28,15,21,20,41,17,6,16,11,21
"3232","2016-17",20170206,"MEM",89,28,62,4,19,21,25,15,35,18,8,13,11,17,"SAS",74,26,63,4,19,10,18,11,33,11,8,16,6,20
"3233","2016-17",20170206,"MIN",113,38,69,5,11,22,28,8,26,25,13,10,1,15,"MIA",115,30,58,15,28,10,14,13,25,27,5,17,5,21
"3234","2016-17",20170206,"NOP",111,33,66,9,26,18,22,9,39,20,11,13,11,25,"PHX",106,35,66,5,27,21,25,9,40,26,7,16,10,23
"3235","2016-17",20170206,"NYK",107,30,61,7,21,26,33,6,34,16,4,16,4,24,"LAL",121,36,74,8,28,25,31,20,35,19,9,7,5,28
"3236","2016-17",20170206,"SAC",107,30,51,11,28,14,16,9,31,27,4,15,5,25,"CHI",112,37,62,6,19,20,31,8,27,21,10,8,3,17
"3237","2016-17",20170206,"TOR",118,31,60,10,24,26,29,11,36,20,6,9,1,23,"LAC",109,29,55,13,35,12,18,9,30,24,7,9,5,19
"3238","2016-17",20170206,"WAS",135,38,70,12,29,23,26,11,32,29,9,12,5,25,"CLE",140,30,54,19,38,23,28,12,34,31,7,20,2,26
"3239","2016-17",20170207,"CHA",111,33,76,7,26,24,29,12,39,19,6,7,7,17,"BKN",107,27,50,12,36,17,21,4,41,26,3,15,8,23
"3240","2016-17",20170207,"DAL",113,25,47,12,28,27,32,2,28,16,6,7,6,22,"POR",114,31,58,11,28,19,24,18,37,17,6,15,2,26
"3241","2016-17",20170207,"HOU",128,28,51,16,38,24,36,10,32,31,9,10,2,15,"ORL",104,36,63,6,25,14,20,10,37,28,7,16,4,23
"3242","2016-17",20170208,"ATL",117,39,66,8,27,15,18,12,36,31,6,10,4,18,"DEN",106,27,56,13,44,13,21,21,28,25,8,10,4,20
"3243","2016-17",20170208,"BKN",110,29,58,9,33,25,36,15,40,20,6,16,5,24,"WAS",114,31,72,9,25,25,33,17,37,21,9,12,5,26
"3244","2016-17",20170208,"DET",121,47,81,4,16,15,24,14,38,32,11,14,6,14,"LAL",102,31,63,6,23,22,26,7,34,21,7,21,3,21
"3245","2016-17",20170208,"GSW",123,33,57,15,28,12,13,5,40,37,9,12,5,17,"CHI",92,33,68,4,24,14,19,15,29,25,7,14,2,17
"3246","2016-17",20170208,"IND",117,28,57,13,25,22,26,7,31,24,7,12,2,18,"CLE",132,30,48,16,36,24,26,5,34,24,7,9,5,16
"3247","2016-17",20170208,"MEM",110,21,48,14,24,26,34,11,30,24,6,22,8,25,"PHX",91,24,64,5,23,28,34,18,28,13,12,15,5,27
"3248","2016-17",20170208,"MIL",88,27,56,6,15,16,28,5,28,18,10,12,4,18,"MIA",106,30,53,11,33,13,18,14,34,23,5,15,5,21
"3249","2016-17",20170208,"MIN",112,32,61,7,19,27,30,11,25,22,8,8,3,20,"TOR",109,31,51,11,28,14,20,10,26,19,6,13,3,22
"3250","2016-17",20170208,"NOP",94,30,53,5,24,19,25,7,30,17,6,13,6,17,"UTA",127,34,56,14,32,17,21,12,36,25,9,8,2,19
"3251","2016-17",20170208,"NYK",115,38,65,8,27,15,18,12,29,25,9,11,5,22,"LAC",119,35,67,10,25,19,28,14,33,22,8,11,3,20
"3252","2016-17",20170208,"PHI",103,21,50,13,34,22,29,7,28,23,8,5,2,19,"SAS",111,28,52,11,22,22,25,6,42,24,2,15,6,22
"3253","2016-17",20170208,"SAC",108,32,59,10,25,14,15,4,36,24,11,14,1,18,"BOS",92,19,41,10,32,24,27,7,32,18,8,17,2,19
"3254","2016-17",20170209,"CHA",95,29,59,8,26,13,14,10,37,26,8,21,5,17,"HOU",107,26,47,13,40,16,20,9,33,22,13,17,5,19
"3255","2016-17",20170209,"DAL",112,39,67,5,20,19,25,6,31,21,12,11,3,19,"UTA",105,26,56,13,29,14,17,11,32,26,8,21,3,26
"3256","2016-17",20170209,"OKC",118,42,79,8,27,10,13,17,34,24,10,13,5,23,"CLE",109,28,58,10,21,23,30,5,30,14,9,16,6,14
"3257","2016-17",20170209,"ORL",111,31,63,10,21,19,24,7,40,27,4,21,8,20,"PHI",112,29,67,11,28,21,27,13,32,25,13,15,5,19
"3258","2016-17",20170209,"POR",111,30,51,9,26,24,31,10,31,23,4,15,6,23,"BOS",120,34,61,10,30,22,27,14,29,23,8,8,1,21
"3259","2016-17",20170210,"BKN",99,27,61,8,20,21,28,15,33,19,4,22,6,18,"MIA",108,34,69,7,23,19,21,13,33,16,11,14,7,21
"3260","2016-17",20170210,"DET",92,34,75,5,17,9,13,7,28,22,8,10,3,15,"SAS",103,32,63,9,19,12,15,11,41,27,4,18,5,18
"3261","2016-17",20170210,"MEM",107,25,61,9,26,30,37,18,29,20,6,18,4,28,"GSW",122,24,44,15,33,29,38,5,29,31,14,12,13,26
"3262","2016-17",20170210,"MIL",114,32,48,8,28,26,31,4,30,27,11,20,5,29,"LAL",122,24,44,15,31,29,35,6,27,25,9,17,3,24
"3263","2016-17",20170210,"MIN",106,32,55,6,27,24,32,12,22,22,11,13,0,21,"NOP",122,33,50,12,25,20,27,8,35,27,8,21,3,23
"3264","2016-17",20170210,"NYK",123,36,55,16,38,3,5,10,23,36,10,10,5,14,"DEN",131,38,63,16,32,7,10,16,28,30,6,15,5,11
"3265","2016-17",20170210,"PHX",115,40,76,8,19,11,13,13,30,25,4,8,8,18,"CHI",97,32,67,5,19,18,22,12,29,20,7,11,5,16
"3266","2016-17",20170210,"SAC",108,20,44,18,36,14,21,8,31,27,12,18,2,27,"ATL",107,25,41,11,30,24,31,3,34,19,6,16,5,17
"3267","2016-17",20170210,"WAS",112,31,59,10,29,20,30,14,32,29,8,11,4,13,"IND",107,41,71,4,21,13,15,10,32,29,3,11,5,22
"3268","2016-17",20170211,"CHA",102,24,48,13,37,15,20,8,32,24,6,8,4,20,"LAC",107,26,51,14,34,13,20,10,40,26,3,13,6,21
"3269","2016-17",20170211,"CLE",125,31,54,15,30,18,22,8,37,30,9,15,3,16,"DEN",109,27,60,12,37,19,22,17,28,23,8,12,4,22
"3270","2016-17",20170211,"DAL",112,28,56,17,35,5,6,12,39,32,10,14,3,17,"ORL",80,29,59,3,23,13,18,11,29,16,8,14,5,16
"3271","2016-17",20170211,"HOU",133,24,49,18,36,31,39,16,39,27,8,21,4,23,"PHX",102,29,72,8,22,20,26,12,30,20,8,19,4,28
"3272","2016-17",20170211,"IND",100,25,51,10,22,20,24,8,28,19,2,14,6,25,"MIL",116,18,42,17,31,29,37,8,29,28,7,6,6,18
"3273","2016-17",20170211,"OKC",114,34,59,6,24,28,36,12,31,20,7,19,8,23,"GSW",130,33,56,13,31,25,35,10,30,28,10,11,3,22
"3274","2016-17",20170211,"PHI",117,30,61,9,25,30,38,11,27,27,15,10,8,21,"MIA",109,32,61,7,24,24,28,11,38,15,4,19,4,27
"3275","2016-17",20170211,"UTA",104,27,55,8,31,26,30,13,26,16,9,9,2,19,"BOS",112,29,41,13,30,15,23,3,34,20,6,16,4,24
"3276","2016-17",20170212,"MIN",117,38,57,6,24,23,26,10,36,27,11,14,4,14,"CHI",89,25,59,10,25,9,13,9,26,22,7,18,2,24
"3277","2016-17",20170212,"NYK",94,25,54,9,14,17,21,5,39,18,5,19,8,19,"SAS",90,27,62,6,29,18,22,21,25,17,11,11,1,16
"3278","2016-17",20170212,"SAC",105,24,47,11,31,24,27,8,38,23,11,19,5,18,"NOP",99,21,51,13,31,18,21,6,30,23,10,17,2,23
"3279","2016-17",20170212,"TOR",101,30,59,8,16,17,25,6,32,18,4,9,5,18,"DET",102,28,53,8,31,22,29,11,30,12,8,7,5,18
"3280","2016-17",20170213,"BKN",103,26,45,12,37,15,18,6,26,23,8,12,0,24,"MEM",112,30,55,9,22,25,27,5,36,25,7,12,1,16
"3281","2016-17",20170213,"CHA",99,23,47,11,31,20,26,3,30,19,11,15,5,17,"PHI",105,29,53,12,33,11,17,9,42,24,9,18,5,21
"3282","2016-17",20170213,"DAL",98,26,50,9,27,19,25,4,33,21,7,12,2,16,"BOS",111,24,47,16,34,15,18,7,34,28,5,12,3,25
"3283","2016-17",20170213,"DEN",132,24,47,24,41,12,16,14,38,34,6,22,1,14,"GSW",110,37,60,8,32,12,13,4,23,25,12,9,6,13
"3284","2016-17",20170213,"IND",106,29,58,9,20,21,30,6,31,21,8,11,3,23,"SAS",110,33,72,7,15,23,27,12,37,18,7,11,4,22
"3285","2016-17",20170213,"MIA",107,33,61,6,22,23,27,6,31,14,7,14,7,25,"ORL",116,36,76,8,14,20,29,15,37,18,9,14,3,22
"3286","2016-17",20170213,"MIL",102,34,58,6,21,16,16,5,28,26,9,11,2,17,"DET",89,27,57,7,21,14,19,12,32,17,4,17,1,18
"3287","2016-17",20170213,"PHX",108,32,70,8,23,20,24,13,30,14,7,18,3,25,"NOP",110,29,50,8,28,28,35,5,32,19,8,16,5,23
"3288","2016-17",20170213,"POR",104,21,61,16,42,14,25,22,44,22,4,14,4,34,"ATL",109,24,55,8,28,37,48,7,45,20,9,9,11,23
"3289","2016-17",20170213,"UTA",72,24,64,4,23,12,18,12,37,14,5,10,4,11,"LAC",88,27,56,9,25,7,11,6,43,16,7,13,7,19
"3290","2016-17",20170213,"WAS",120,29,53,13,20,23,28,6,34,27,4,22,9,24,"OKC",98,27,62,7,34,23,30,20,27,16,10,15,2,22
"3291","2016-17",20170214,"CHI",105,28,56,7,17,28,35,7,30,22,8,17,5,23,"TOR",94,30,57,5,20,19,24,8,26,15,9,16,1,26
"3292","2016-17",20170214,"LAL",96,26,54,12,29,8,15,13,30,22,10,17,3,21,"SAC",97,29,49,7,24,18,25,7,31,23,9,17,3,12
"3293","2016-17",20170214,"MIN",108,33,63,9,23,15,19,8,33,27,6,9,2,18,"CLE",116,31,47,13,39,15,22,9,34,27,3,10,4,18
"3294","2016-17",20170215,"BOS",116,25,52,13,28,27,36,6,33,21,13,22,4,18,"PHI",108,36,62,8,31,12,18,12,35,23,16,22,5,23
"3295","2016-17",20170215,"BKN",125,32,52,14,36,19,23,9,33,30,7,17,8,21,"MIL",129,43,73,7,15,22,32,7,32,27,16,10,3,19
"3296","2016-17",20170215,"CLE",113,21,43,18,39,17,19,9,31,23,6,8,2,19,"IND",104,28,62,12,24,12,14,13,30,30,2,11,1,17
"3297","2016-17",20170215,"DEN",99,27,60,11,34,12,18,14,35,25,4,14,5,19,"MIN",112,35,68,6,18,24,28,9,36,20,12,7,4,15
"3298","2016-17",20170215,"DET",98,30,63,6,19,20,22,9,46,15,2,15,4,16,"DAL",91,25,55,10,37,11,11,5,34,22,10,6,2,21
"3299","2016-17",20170215,"GSW",109,28,48,13,36,14,21,6,40,32,10,8,10,16,"SAC",86,26,65,7,24,13,17,12,38,23,4,18,6,17
"3300","2016-17",20170215,"HOU",109,23,47,13,40,24,31,15,26,22,6,8,1,23,"MIA",117,31,49,13,35,16,24,12,34,27,3,11,7,20
"3301","2016-17",20170215,"LAC",99,23,42,14,37,11,12,5,35,24,18,16,3,17,"ATL",84,25,53,7,26,13,19,10,35,20,5,20,1,13
"3302","2016-17",20170215,"MEM",91,27,56,6,33,19,25,13,35,22,8,15,3,19,"NOP",95,29,57,8,18,13,22,4,34,18,10,12,5,23
"3303","2016-17",20170215,"OKC",116,29,65,12,23,22,31,12,36,21,10,12,4,13,"NYK",105,30,65,11,21,12,14,6,33,19,8,15,12,21
"3304","2016-17",20170215,"ORL",79,26,58,4,18,15,19,5,28,15,5,17,5,19,"SAS",107,34,58,8,31,15,19,11,39,25,12,12,8,16
"3305","2016-17",20170215,"PHX",137,39,64,10,24,29,34,12,47,32,7,15,10,20,"LAL",101,26,67,9,26,22,28,7,29,16,9,12,3,27
"3306","2016-17",20170215,"TOR",90,20,52,12,32,14,19,8,38,19,8,14,4,13,"CHA",85,19,38,13,38,8,9,5,39,21,9,17,6,18
"3307","2016-17",20170215,"UTA",111,31,59,11,22,16,23,9,37,19,9,14,5,17,"POR",88,23,57,9,22,15,20,9,32,14,9,16,3,21
"3308","2016-17",20170216,"CHI",104,32,65,6,25,22,22,15,36,23,2,7,6,13,"BOS",103,22,40,14,37,17,20,4,27,24,2,7,4,18
"3309","2016-17",20170216,"IND",98,36,62,4,18,14,18,5,30,21,7,11,1,12,"WAS",111,28,54,15,29,10,15,8,31,23,5,10,3,19
"3310","2016-17",20170223,"CLE",119,31,49,15,38,12,15,8,36,29,5,12,10,16,"NYK",104,34,75,8,26,12,17,16,34,24,4,12,7,19
"3311","2016-17",20170223,"DET",114,29,70,15,37,11,12,10,47,29,5,8,2,17,"CHA",108,31,62,7,30,25,26,5,45,19,5,7,7,15
"3312","2016-17",20170223,"GSW",123,30,56,13,25,24,26,10,43,31,11,21,11,27,"LAC",113,27,65,11,28,26,37,10,28,23,11,14,0,16
"3313","2016-17",20170223,"NOP",99,30,55,6,31,21,26,11,33,24,10,20,8,21,"HOU",129,25,40,20,51,19,24,12,36,28,12,16,5,25
"3314","2016-17",20170223,"ORL",103,27,64,7,22,28,39,13,27,18,8,14,4,21,"POR",112,32,63,9,18,21,27,9,36,20,8,19,7,25
"3315","2016-17",20170223,"SAC",116,39,74,7,14,17,19,9,37,26,8,14,4,16,"DEN",100,27,53,12,35,10,14,10,33,23,10,16,2,18
"3316","2016-17",20170224,"ATL",90,24,59,6,20,24,36,8,37,14,7,10,6,12,"MIA",108,23,62,17,37,11,13,15,39,30,7,12,5,27
"3317","2016-17",20170224,"CHI",128,34,72,12,26,24,31,11,35,31,14,12,4,21,"PHX",121,41,69,8,24,15,25,8,35,27,8,18,6,23
"3318","2016-17",20170224,"DEN",129,35,66,14,31,17,24,11,40,32,11,13,2,24,"BKN",109,31,53,10,30,17,31,7,35,27,7,19,4,23
"3319","2016-17",20170224,"IND",102,29,52,11,26,11,11,8,42,23,8,16,7,19,"MEM",92,26,57,9,27,13,23,12,27,20,11,11,5,15
"3320","2016-17",20170224,"LAC",97,28,56,7,23,20,24,8,28,18,9,12,2,26,"SAS",105,26,56,9,26,26,30,15,36,23,9,13,7,21
"3321","2016-17",20170224,"MIL",95,25,56,7,18,24,29,10,25,15,5,15,1,27,"UTA",109,29,51,8,23,27,30,9,32,23,8,14,5,26
"3322","2016-17",20170224,"MIN",97,36,65,5,13,10,14,9,35,24,9,16,4,12,"DAL",84,27,50,8,33,6,9,8,27,16,9,15,5,19
"3323","2016-17",20170224,"OKC",110,34,73,10,24,12,17,14,45,28,9,17,6,14,"LAL",93,33,66,7,35,6,14,15,36,23,15,13,8,19
"3324","2016-17",20170224,"PHI",120,33,58,10,29,24,30,8,40,28,9,15,7,26,"WAS",112,33,66,5,24,31,40,12,31,19,8,16,6,25
"3325","2016-17",20170224,"TOR",107,35,66,5,15,22,29,10,31,15,7,9,4,21,"BOS",97,21,40,12,38,19,22,7,29,19,4,11,3,21
"3326","2016-17",20170225,"CLE",99,23,43,14,37,11,15,4,36,24,5,12,3,17,"CHI",117,31,63,15,30,10,16,10,37,34,6,7,0,13
"3327","2016-17",20170225,"DAL",96,24,52,12,26,12,16,7,36,24,12,17,4,25,"NOP",83,26,54,5,24,16,25,9,36,21,7,19,2,19
"3328","2016-17",20170225,"GSW",112,31,69,11,31,17,22,13,39,30,10,11,11,17,"BKN",95,30,66,8,28,11,17,11,41,25,8,16,3,20
"3329","2016-17",20170225,"HOU",142,22,36,22,58,32,42,13,19,32,15,13,6,21,"MIN",130,40,68,9,26,23,28,21,37,28,10,23,2,26
"3330","2016-17",20170225,"MIA",113,25,47,13,31,24,31,11,32,23,9,16,5,19,"IND",95,30,73,4,12,23,26,13,30,21,8,15,4,24
"3331","2016-17",20170225,"NYK",110,37,70,6,21,18,23,10,34,21,6,11,7,22,"PHI",109,33,64,7,31,22,27,16,34,19,6,11,5,21
"3332","2016-17",20170225,"ORL",105,29,54,8,27,23,24,7,40,21,11,13,8,23,"ATL",86,24,60,8,25,14,26,12,36,21,4,17,4,19
"3333","2016-17",20170225,"SAC",85,20,51,11,28,12,15,9,32,18,3,14,6,19,"CHA",99,20,47,14,38,17,18,13,37,26,10,10,3,13
